played_on,competition,competition_edition,round_name,team_a,team_b,winner_team,sequence_number,team_name,player_name,goalkeeper_name,outcome,source_provider,source_url,source_row_key,retrieved_at_utc
2019-06-28,Copa America,2019,Quarter-final,Colombia,Chile,Chile,2,Chile,Arturo Vidal,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547348,espn:547348:32380542,2026-06-30T12:00:00+00:00
2019-06-28,Copa America,2019,Quarter-final,Colombia,Chile,Chile,3,Colombia,Edwin Cardona,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547348,espn:547348:32380550,2026-06-30T12:00:00+00:00
2019-06-28,Copa America,2019,Quarter-final,Colombia,Chile,Chile,4,Chile,Eduardo Vargas,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547348,espn:547348:32380553,2026-06-30T12:00:00+00:00
2019-06-28,Copa America,2019,Quarter-final,Colombia,Chile,Chile,5,Colombia,Juan Cuadrado,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547348,espn:547348:32380559,2026-06-30T12:00:00+00:00
2019-06-28,Copa America,2019,Quarter-final,Colombia,Chile,Chile,6,Chile,Erick Pulgar,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547348,espn:547348:32380561,2026-06-30T12:00:00+00:00
2019-06-28,Copa America,2019,Quarter-final,Colombia,Chile,Chile,7,Colombia,Yerry Mina,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547348,espn:547348:32380566,2026-06-30T12:00:00+00:00
2019-06-28,Copa America,2019,Quarter-final,Colombia,Chile,Chile,8,Chile,Charles Aránguiz,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547348,espn:547348:32380568,2026-06-30T12:00:00+00:00
2019-06-28,Copa America,2019,Quarter-final,Colombia,Chile,Chile,9,Colombia,William Tesillo,,missed,espn,https://www.espn.com/soccer/match/_/gameId/547348,espn:547348:32380572,2026-06-30T12:00:00+00:00
2019-06-28,Copa America,2019,Quarter-final,Colombia,Chile,Chile,10,Chile,Alexis Sánchez,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547348,espn:547348:32380573,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,1,Canada,Promise David,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431313,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,2,Guatemala,Óscar Santis,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431316,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,3,Canada,Daniel Jebbison,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431326,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,4,Guatemala,Nicolás Samayoa,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431328,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,5,Canada,Derek Cornelius,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431337,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,6,Guatemala,Aaron Herrera,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431342,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,7,Canada,Mathieu Choinière,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431348,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,8,Guatemala,Darwin Lom,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431354,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,9,Canada,Cyle Larin,,missed,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431360,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,10,Guatemala,José Pinto,,missed,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431367,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,11,Canada,Nathan Saliba,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431376,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,12,Guatemala,Pedro Altán,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431377,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,13,Canada,Luc de Fougerolles,,missed,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431382,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,Canada,Guatemala,Guatemala,14,Guatemala,José Morales,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735344,espn:735344:45431386,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,USA,Costa Rica,USA,1,Costa Rica,Alonso Martínez,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735342,espn:735342:45432316,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,USA,Costa Rica,USA,2,USA,Tyler Adams,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735342,espn:735342:45432320,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,USA,Costa Rica,USA,3,Costa Rica,Juan Pablo Vargas,,missed,espn,https://www.espn.com/soccer/match/_/gameId/735342,espn:735342:45432321,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,USA,Costa Rica,USA,4,USA,Malik Tillman,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735342,espn:735342:45432325,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,USA,Costa Rica,USA,5,Costa Rica,Santiago van der Putten,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735342,espn:735342:45432327,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,USA,Costa Rica,USA,6,USA,Sebastian Berhalter,,missed,espn,https://www.espn.com/soccer/match/_/gameId/735342,espn:735342:45432328,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,USA,Costa Rica,USA,7,Costa Rica,Jefferson Brenes,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735342,espn:735342:45432329,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,USA,Costa Rica,USA,8,USA,Alex Freeman,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735342,espn:735342:45432330,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,USA,Costa Rica,USA,9,Costa Rica,Francisco Calvo,,missed,espn,https://www.espn.com/soccer/match/_/gameId/735342,espn:735342:45432331,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,USA,Costa Rica,USA,10,USA,John Tolkin,,missed,espn,https://www.espn.com/soccer/match/_/gameId/735342,espn:735342:45432332,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,USA,Costa Rica,USA,11,Costa Rica,Andy Rojas,,missed,espn,https://www.espn.com/soccer/match/_/gameId/735342,espn:735342:45432333,2026-06-30T12:00:00+00:00
2025-06-29,CONCACAF Gold Cup,2025,Quarter-final,USA,Costa Rica,USA,12,USA,Damion Downs,,scored,espn,https://www.espn.com/soccer/match/_/gameId/735342,espn:735342:45432334,2026-06-30T12:00:00+00:00
2019-01-21,AFC Asian Cup,2019,Round of 16,Australia,Uzbekistan,Australia,1,Australia,Mark Milligan,,scored,espn,https://www.espn.com/soccer/match/_/gameId/535322,espn:535322:31511479,2026-06-30T12:00:00+00:00
2019-01-21,AFC Asian Cup,2019,Round of 16,Australia,Uzbekistan,Australia,2,Uzbekistan,Otabek Shukurov,,scored,espn,https://www.espn.com/soccer/match/_/gameId/535322,espn:535322:31511480,2026-06-30T12:00:00+00:00
2019-01-21,AFC Asian Cup,2019,Round of 16,Australia,Uzbekistan,Australia,3,Australia,Aziz Behich,,missed,espn,https://www.espn.com/soccer/match/_/gameId/535322,espn:535322:31511481,2026-06-30T12:00:00+00:00
2019-01-21,AFC Asian Cup,2019,Round of 16,Australia,Uzbekistan,Australia,4,Uzbekistan,Islom Tukhtahujaev,,missed,espn,https://www.espn.com/soccer/match/_/gameId/535322,espn:535322:31511482,2026-06-30T12:00:00+00:00
2019-01-21,AFC Asian Cup,2019,Round of 16,Australia,Uzbekistan,Australia,5,Australia,Robbie Kruse,,scored,espn,https://www.espn.com/soccer/match/_/gameId/535322,espn:535322:31511483,2026-06-30T12:00:00+00:00
2019-01-21,AFC Asian Cup,2019,Round of 16,Australia,Uzbekistan,Australia,6,Uzbekistan,Ikromjon Alibaev,,scored,espn,https://www.espn.com/soccer/match/_/gameId/535322,espn:535322:31511486,2026-06-30T12:00:00+00:00
2019-01-21,AFC Asian Cup,2019,Round of 16,Australia,Uzbekistan,Australia,7,Australia,Apostolos Giannou,,scored,espn,https://www.espn.com/soccer/match/_/gameId/535322,espn:535322:31511487,2026-06-30T12:00:00+00:00
2019-01-21,AFC Asian Cup,2019,Round of 16,Australia,Uzbekistan,Australia,8,Uzbekistan,Marat Bikmaev,,missed,espn,https://www.espn.com/soccer/match/_/gameId/535322,espn:535322:31511488,2026-06-30T12:00:00+00:00
2019-01-21,AFC Asian Cup,2019,Round of 16,Australia,Uzbekistan,Australia,9,Australia,Mathew Leckie,,scored,espn,https://www.espn.com/soccer/match/_/gameId/535322,espn:535322:31511489,2026-06-30T12:00:00+00:00
